task_id,title,description,tags,tech_stack,prize,difficulty,duration,posted_time,deadline,platform,track,company,num_registrants,num_submissions,has_winner,starved,dropped,failed,winning_score,duration_days,market_bucket,local_time_load,tags_vector
0c9d344e-6452-4d0c-a474-34d203f04f6c,Topcoder Community App - Support LaTex formulas in Markdown rendering,"### Overview

The Topcoder Community App is the main application used to display challenges, handle registration, and accept submissions on the Topcoder platform.

You can find the source code here:

https://github.com/topcoder-platform/community-app

### Local deployment

Instructions for deploying and building the community app locally can be found here:

https://platform-ui.topcoder.com/dev-center/getting-started

### Issue
The full requirements can be found here:

https://github.com/topcoder-platform/community-app/issues/6761

### Submission

Your submission should be a git patch file against commit hash 47be786c in the `latex_support` branch

","HTML,JavaScript,CSS","HTML,JavaScript,CSS",165.0,3,1,2023-01-01 03:00:13+00:00,2023-01-02 10:57:49+00:00,Topcoder,Development,37733,17,5,1,0,0,0,100.0,1,2023-01,64,"['HTML', 'JavaScript', 'CSS']"
a47ab6c2-23fa-47d3-862d-f4c725245bea,Easy | Topcoder Skill Builder Competition | ReactJS | Getting Started,"

## Getting Started

This is the **EASY 250 Points Competition.**

Your task in **this** challenge is to understand what problem we are trying to solve and build a prototype structure to be used in the Medium and hard challenges. 

**You are required to use ReactJS as the frontend technology. You may use any Backend of your choice. **If you are not familiar with the backend, you can use Backend as a Service technologies like Firebase or Supabase (both are free to use).

Note: You are only required to build a subset of the application in this challenge. The rest will be covered in Medium and Hard challenges.


## What do you need to do in this Easy challenge?

In this easy challenge, the requirements from you are as follows. You need to design and build the functionality:

**Client Signup:**

This is where a client will be able to sign up with the following details: Name, Email, and Password.

**Client Login:**

This is where a client will be able to login with the following details: Email, and Password.

**Navbar:**

The navbar navigation will have two options: 1) Profile, and 2) Create Learning Space** **

**Client profile:**

When the client clicks on their profile from the navigation, a screen showing all the details of them should render. The required profile details are: Name, Biography and Country of residence, interests (ReactJS tags) and a placeholder photo thumbnail.


## Recommended learning material

[React Authentication Tutorial ��� How to Set Up Auth with Firebase V9 and React Router V6](https://www.freecodecamp.org/news/react-firebase-authentication-and-crud-operations/)

[User Registration With Firebase and React | CSS-Tricks](https://css-tricks.com/user-registration-authentication-firebase-react/)

[react-tagsinput - npm](https://www.npmjs.com/package/react-tagsinput)


## Submission Deliverables

You must follow this submission folder structure for your scoring:



   * Create a folder with ���easy��� as the folder name then zip. 
   * You are required to take screenshots of all the screens you built in this challenge and place it in a folder called ���screenshots��� within the ���easy��� folder
   * Zip that ���easy��� folder and submit to the challenge.


## Topcoder Skill Builder Competition | ReactJS | Problems

Host Challenge Linkt: https://www.topcoder.com/challenges/a4826c63-5e86-45f7-899b-6ed2a3aa60f4

Easy: 250 Points. Challenge Link: https://www.topcoder.com/challenges/a47ab6c2-23fa-47d3-862d-f4c725245bea

Medium: 500 Points. Challenge Link: https://www.topcoder.com/challenges/c686d72a-f0da-4e30-9eca-b75f317e5931

Hard: 1000 Points. Challenge Link: https://www.topcoder.com/challenges/305e0763-dd63-4883-9133-55504503953d

",ReactJS,ReactJS,1.0,3,84,2023-01-05 14:50:49+00:00,2023-03-31 14:00:56+00:00,Topcoder,Development,36640,200,36,1,0,0,0,100.0,84,2023-01,64,['ReactJS']
a4826c63-5e86-45f7-899b-6ed2a3aa60f4,Topcoder Skill Builder Competition | ReactJS,"Welcome to our Topcoder Skill Builder ""**ReactJS**"" Competition! 

We are excited to kick-off our plans to help everyone skill up, have fun, and earn more money through Topcoder Gigs and Competitions. Jump-in, build your skills and as always let us know what you think and where Topcoder can continue to improve and bring competitions that are meaningful to you.

[ReactJS](https://reactjs.org/) (also known as React.js or React) is a free and open-source front-end JavaScript library for building user interfaces based on UI components. 

In this ReactJS Skill Builder Competition you will learn in depth what is ReactJS ,and build an awesome co-learning application that can be used by you, and other people to learn something great together. The content of this skill builder will not just help you understand the ReactJS, but also have a working ReactJS application that would prove your expertise in this domain. You will also encounter a lot of learning material in this Skill builder.


## Topcoder Skill Builder Competition Structure



* Skill Builder Competition will have three (3) problems (Easy, Medium, and Hard) to solve. 
* **IMPORTANT:** This Skill Builder Competition is intended for people seeking gig opportunities After the competition we will be adding you to the TaaS Pool of ReactJS Developers, where you would be able to be assigned to available gigs.


## Problem Statement

Co-Learn is a platform for people who get a thrill from learning and love to share a knowledge. The purpose of Co-learn is to create an environment for learning for the sake of learning.

In this Skill builder series, we will build an awesome colearning application. Although most of the focus will be on the frontend, you will be required to do a little of backend integration for the functionality to work. 


## Final Submission Guidelines

**What to Submit**

**You are required to submit on the Host challenge (this challenge) and on the sub-challenges (Easy, Medium, and Hard).**

On this Challenge, please submit a .txt file using the ���Submit��� button before the submission phase ends. In this file include:



* Your Topcoder handle (The one displayed in the top right corner near the Profile picture)
* ALL THE SUBMISSIONS WITHOUT ABOVE INFORMATION WILL BE REJECTED AND WON���T BE PAID. IMPORTANT: Submit the above details before the Submission Phase ends.


## Judging Criteria



* Frontend requirement implementation 50%
* User Experience 15%
* Rendering Performance 10%
* Code quality and code size 10% (using libraries like [Store | Redux](https://redux.js.org/api/store) will count positive) 
* Ease of deployment 10%
* Backend implementation 5% 


## Instructions



* We have prepared three problems: Easy, Medium, and Hard, which are worth 250, 500, 1000 points respectively. Points are based on the difficulty of the problem.
* The competitions are related to each other.
* The links to the problems/competitions are provided below.
* Each problem has some detailed requirements to achieve. We will judge your submission based on the criteria mentioned above.
* If there is a tie, the submission time will be taken into account.

[Here is the leaderboard with individual problem scores](https://docs.google.com/spreadsheets/d/1fWykiymzRLVJ_gLefMnLi6G8wK04TK9-rb8w-jYicoo/edit?usp=sharing). (Updated at the end of the Skill builder)


## Problems

Host Challenge Linkt: https://www.topcoder.com/challenges/a4826c63-5e86-45f7-899b-6ed2a3aa60f4

Easy: 250 Points. Challenge Link: https://www.topcoder.com/challenges/a47ab6c2-23fa-47d3-862d-f4c725245bea

Medium: 500 Points. Challenge Link: https://www.topcoder.com/challenges/c686d72a-f0da-4e30-9eca-b75f317e5931

Hard: 1000 Points. Challenge Link: https://www.topcoder.com/challenges/305e0763-dd63-4883-9133-55504503953d
",ReactJS,ReactJS,401.0,3,84,2023-01-05 14:50:49+00:00,2023-03-31 14:00:54+00:00,Topcoder,Development,36640,200,34,1,0,0,0,100.0,84,2023-01,64,['ReactJS']
305e0763-dd63-4883-9133-55504503953d,Hard | Topcoder Skill Builder Competition | ReactJS  | Annotations,"
This is the **HARD 1000 Points Competition**

By now you have built the base of the application. It's time to add more and complete the existing functionality \
 \
 \
**You are required to use ReactJS as the frontend technology. You may use any Backend of your choice. **If you are not familiar with the backend, you can use Backend as a Service technologies like Firebase or Supabase (both are free to use).


## What do you need to do in this Hard challenge?

In the application so far, we have built screens for customer authentication, homepage, learning spaces, and profiles. Now we will build some more screens.

**Creating a Learning Space**



* An authenticated user should be able to create a new learning space from the Navbar menu title ***Create Space***
* A new space creation screen should be rendered.
* The screen should have a form with the following fields: Title, description, prerequisites (ReactJS tags), thumbnail.

**Creating a Post**



* Within a learning space, the user should be able to create a new post.
* The post will have a title and a body. The body should use a Markdown text-editor input. You can refer to the reference to understand more about markdown editors.
* When viewing a post, the post can be saved locally as a PDF

**Creating a Comment**



* Within a learning space Post, the user should be able to add a new comment.
* The comment will have a body. The body should use a Markdown text-editor input. You can refer to the reference to understand more about markdown editors.

**Upvotes/Downvotes**



* The users should be able to upvote/downvote a Post, or a comment.

**Annotation**



* Annotation refers to a note by way of explanation or comment added to a text or diagram.
* Within a learning space, inside a post, a user can highlight a text, on highlight it will display an icon to annotate that text. On clicking the icon, a pop up should appear with two items. The first being the highlighted text, and the second being a text field where user can enter their thoughts about the highlighted text.  
* The user should be able to see the text highlighted and their annotation on hovering on it after save. 


## Recommended learning material

[Markdown Editor for React.](https://uiwjs.github.io/react-md-editor/)

[Generating a PDF file from React Components - Stack Overflow](https://stackoverflow.com/questions/44989119/generating-a-pdf-file-from-react-components)

[Annotation Example.gif](https://drive.google.com/file/d/1AfNytnWfkRK5hr34LIXSMxCWU7AMUIc5/view?usp=share_link)

[Text Annotation And Highlighting Library - Annotate.js | CSS Script](https://www.cssscript.com/text-annotation-highlighting/)

[Medium-like text highlighting in React | by Pargles Dall'Oglio | JavaScript in Plain English](https://javascript.plainenglish.io/medium-like-text-highlighting-in-react-afa35a29a81a)


## Submission Deliverables

You must follow this submission folder structure for your scoring:

   * Create a folder with ***hard*** as the folder name then zip. 
   * You are required to screen record a video of all the functionality you built in this challenge. Upload the video on your google drive and share the link in a text file that you will place in the ***hard*** folder.
   * Zip that ***hard*** folder and submit to the challenge.


## Topcoder Skill Builder Competition | ReactJS | Problems

Host Challenge Linkt: https://www.topcoder.com/challenges/a4826c63-5e86-45f7-899b-6ed2a3aa60f4

Easy: 250 Points. Challenge Link: https://www.topcoder.com/challenges/a47ab6c2-23fa-47d3-862d-f4c725245bea

Medium: 500 Points. Challenge Link: https://www.topcoder.com/challenges/c686d72a-f0da-4e30-9eca-b75f317e5931

Hard: 1000 Points. Challenge Link: https://www.topcoder.com/challenges/305e0763-dd63-4883-9133-55504503953d

",ReactJS,ReactJS,1.0,3,84,2023-01-05 14:50:49+00:00,2023-03-31 14:00:49+00:00,Topcoder,Development,36640,89,10,1,0,0,0,100.0,84,2023-01,64,['ReactJS']
c686d72a-f0da-4e30-9eca-b75f317e5931,Medium | Topcoder Skill Builder Competition | ReactJS | Co-learning,"

This is the **MEDIUM 500 Points Competition** 

By now you have built the base of the application. Its time to add more and complete the existing functionality \


**Important points before you begin:**

**You are required to use ReactJS as the frontend technology. You may use any Backend of your choice. **If you are not familiar with the backend, you can use Backend as a Service technologies like Firebase or Supabase (both are free to use).

**You are only required to build a subset of the application in this challenge. The rest will be covered in the Hard challenge.**


## What do you need to do in this Medium challenge?

In the easy challenge, you designed the initial screens, we will now move forward and add more interesting screens:

**Homescreen**

This screen will be visible to both authenticated and non-authenticated users.

The Homescreen will look like this:



* The first section will be a centered heading. If the user is not signed, it will say Sign up to start learning If the User is signed it, it will say Join a learning space below
* Below this section will be the following Co-learning Spaces section.
* There will be a grid of ReactJS cards component displaying all co-learning spaces. Each card will display a thumbnail of a co-learning space, the title, number of members and last update in that space. There is no specific design orientation, you are free to design how it looks, but it has to be in a card and with the information mentioned above. More information about card component is mentioned in the reference section.

**Viewing Learning Space**



* When clicked on any co-learning card from the homepage, the app should render that co-learning space screen.
* A learning space shall display an overview of the learning space. 
* A learning space shall display a button to join/leave a learning space near its title. If the user is not authenticated, it should display Sign up to Join otherwise Join
* A learning space shall display a prerequisites list, demonstrating the learning requirements for the learning space. We will cover how this list will appear in the HARD challenge.
* A learning space shall display a list of Posts created inside the learning space in a sorted order by date.
* A learning space shall display a button to create a Post.
* A learning space shall display a list of active users that are currently visiting the learning space. Clicking on one of the users will reroute to their profile page.
* A learning space shall display a list of related learning spaces, which are determined by the keywords used during the creation of learning spaces. We will cover how the keywords are listed in the HARD challenge.


## Recommended learning material

[Cards - React-Bootstrap Documentation](https://react-bootstrap.github.io/components/cards/)

[react-ui-cards - npm](https://www.npmjs.com/package/react-ui-cards)


## Submission Deliverables

You must follow this submission folder structure for your scoring:



   * Create a folder with medium as the folder name then zip. 
   * You are required to screen record a video of all the functionality you built in this challenge. Upload the video on your google drive and share the link in a text file that you will place in the medium folder.
   * Zip that medium folder and submit to the challenge.


## Topcoder Skill Builder Competition | ReactJS | Problems

Host Challenge Linkt: https://www.topcoder.com/challenges/a4826c63-5e86-45f7-899b-6ed2a3aa60f4

Easy: 250 Points. Challenge Link: https://www.topcoder.com/challenges/a47ab6c2-23fa-47d3-862d-f4c725245bea

Medium: 500 Points. Challenge Link: https://www.topcoder.com/challenges/c686d72a-f0da-4e30-9eca-b75f317e5931

Hard: 1000 Points. Challenge Link: https://www.topcoder.com/challenges/305e0763-dd63-4883-9133-55504503953d

",ReactJS,ReactJS,1.0,3,84,2023-01-05 14:50:49+00:00,2023-03-31 14:00:50+00:00,Topcoder,Development,36640,134,22,1,0,0,0,100.0,84,2023-01,64,['ReactJS']
b0e66fb3-6bce-48c8-929f-9d8bebc76885,Topcoder Community App - Remove perpetual scrolling on Activity Feed page while logged out,"### Overview

The Topcoder Community App is the main application used to display challenges, handle registration, and accept submissions on the Topcoder platform.

You can find the source code here:

https://github.com/topcoder-platform/community-app

### Local deployment

Instructions for deploying and building the community app locally can be found here:

https://platform-ui.topcoder.com/dev-center/getting-started

### Issue
The full requirements can be found here:

https://github.com/topcoder-platform/community-app/issues/6767

### Submission

Your submission should be a git patch file against commit hash fdb37038 in the `universal_nav` branch

","ReactJS,JavaScript,HTML,CSS","ReactJS,JavaScript,HTML,CSS",40.0,3,1,2023-01-06 02:50:57+00:00,2023-01-07 05:53:02+00:00,Topcoder,Development,37448,9,3,1,0,0,0,100.0,1,2023-01,64,"['ReactJS', 'JavaScript', 'HTML', 'CSS']"
70ea3d72-66a5-432d-a410-7202da79b00e,Topcoder Community App - Universal nav header / footer missing on challenge details pages,"### Overview

The Topcoder Community App is the main application used to display challenges, handle registration, and accept submissions on the Topcoder platform.

You can find the source code here:

https://github.com/topcoder-platform/community-app

### Local deployment

Instructions for deploying and building the community app locally can be found here:

https://platform-ui.topcoder.com/dev-center/getting-started

### Issue
The full requirements can be found here:

https://github.com/topcoder-platform/community-app/issues/6768

### Submission

Your submission should be a git patch file against commit hash fdb37038 in the `universal_nav` branch

","ReactJS,JavaScript,HTML,CSS","ReactJS,JavaScript,HTML,CSS",40.0,3,1,2023-01-06 02:54:56+00:00,2023-01-07 03:19:02+00:00,Topcoder,Development,37448,7,2,1,0,0,0,100.0,1,2023-01,64,"['ReactJS', 'JavaScript', 'HTML', 'CSS']"
3cded57a-b863-4804-8d4d-21747cc9d996,Topcoder Community App - Uni nav doesn't load on Community App the first time,"### Overview

The Topcoder Community App is the main application used to display challenges, handle registration, and accept submissions on the Topcoder platform.

You can find the source code here:

https://github.com/topcoder-platform/community-app

### Local deployment

Instructions for deploying and building the community app locally can be found here:

https://platform-ui.topcoder.com/dev-center/getting-started

### Issue
The full requirements can be found here:

https://github.com/topcoder-platform/community-app/issues/6769

### Submission

Your submission should be a git patch file against commit hash fdb37038 in the `universal_nav` branch

","ReactJS,JavaScript,HTML,CSS","ReactJS,JavaScript,HTML,CSS",80.0,3,0,2023-01-06 02:58:21+00:00,2023-01-07 02:09:21+00:00,Topcoder,Development,37448,10,4,1,0,0,0,100.0,0,2023-01,64,"['ReactJS', 'JavaScript', 'HTML', 'CSS']"
e8231040-e63f-40c4-980c-eb815062aeec,Topcoder Online Review - Logged out user is not shown as logged out in the uni nav on the List Project page,"#### Basic requirements for this challenge: 
* Fix the Topcoder Online Review based on requirements below

#### General Requirements & How to Setup
* https://docs.google.com/document/d/15Bk8daay8FDAsKeWPhv4fUx6eMtMq5Jn9aezlVNqfqw/edit?usp=sharing  


#### F2F Requirements
* See the ticket logged here:  https://github.com/topcoder-platform/tc-online-review/issues/230

#### What To Submit?
* Upload git patch as zip file based on latest commit of reskin-or: https://github.com/topcoder-platform/tc-online-review/tree/reskin-or 
* Keep updating your branch with the latest version
* Make sure to mention the exact commit so we can apply your patch file. 
* Do not change the space/unnecessary updates to all files
* Do not break existing functions","JavaScript,HTML,CSS","JavaScript,HTML,CSS",50.0,3,0,2023-01-06 04:50:28+00:00,2023-01-07 01:51:22+00:00,Topcoder,Development,37448,5,2,1,0,0,0,100.0,0,2023-01,64,"['JavaScript', 'HTML', 'CSS']"
aeaaeac2-907e-4f11-bb09-30143522da50,Topcoder Online Review - Header menu behind other screen elements,"#### Basic requirements for this challenge: 
* Fix the Topcoder Online Review based on requirements below

#### General Requirements & How to Setup
* https://docs.google.com/document/d/15Bk8daay8FDAsKeWPhv4fUx6eMtMq5Jn9aezlVNqfqw/edit?usp=sharing  


#### F2F Requirements
* See the ticket logged here:  https://github.com/topcoder-platform/tc-online-review/issues/231

#### What To Submit?
* Upload git patch as zip file based on latest commit of reskin-or: https://github.com/topcoder-platform/tc-online-review/tree/reskin-or 
* Keep updating your branch with the latest version
* Make sure to mention the exact commit so we can apply your patch file. 
* Do not change the space/unnecessary updates to all files
* Do not break existing functions","JavaScript,HTML,CSS","JavaScript,HTML,CSS",30.0,3,3,2023-01-06 04:53:58+00:00,2023-01-09 20:36:00+00:00,Topcoder,Development,37448,30,3,1,0,0,0,100.0,3,2023-01,64,"['JavaScript', 'HTML', 'CSS']"
